"y","S","x1","x2","x3"
"1","1",1.39549302314235,-0.166156110643311,"1"
NA,"1",0.728426261083474,-0.841606222581566,"0"
"3","2",0.335089949349402,-0.51833895567038,"0"
"2","2",1.16927649206754,1.04140732511809,"0"
NA,"1",0.24796682456098,0.921367128413991,"1"
NA,"1",-0.358149472463965,-0.422498982847251,"1"
NA,"1",1.38349332408034,0.353390907026847,"1"
NA,"2",0.41206916653873,0.9444788412801,"0"
NA,"1",-0.123007861764988,-0.660786720668543,"0"
NA,"1",-0.0662293123159709,0.564211166165499,"1"
NA,"2",-2.32249087725631,2.88512536139859,"1"
NA,"1",-1.04565650109855,0.673092172161683,"1"
NA,"1",2.05787502359886,-0.0806600050889014,"0"
"2","2",1.97153237494221,-0.253040097418981,"1"
NA,"1",-1.92099519662708,-0.427930815855445,"1"
"1","1",0.462126070208793,0.59779075868029,"1"
"1","1",-0.160724063546271,0.157888781871381,"1"
NA,"1",-0.104211532047624,-0.179306224715252,"0"
NA,"1",0.467839401256445,-1.03669975968242,"1"
NA,"1",0.443920815151678,0.340076727881549,"0"
NA,"1",0.828552808408599,-0.289016202652947,"0"
NA,"2",-0.387050122331425,0.37119955679255,"1"
NA,"1",2.01893816266065,0.205713384104494,"0"
NA,"1",-1.3694122152417,0.61822452999376,"1"
NA,"2",0.163016838891415,-1.19745475349026,"1"
NA,"1",-0.113226176499734,0.681483398687554,"0"
NA,"1",0.859755286453119,0.579309997469377,"0"
NA,"1",0.128665461250732,-0.957663600931043,"1"
"1","1",0.192971247294714,-0.927331360013621,"1"
NA,"1",0.389657183894291,-1.9026613417545,"1"
NA,"1",-2.22754181525681,0.42192240463476,"0"
NA,"1",1.02673474134259,-0.261279143582768,"1"
"1","1",1.20345063535147,-1.10477417957621,"1"
NA,"1",0.750493033056407,0.237447593073295,"0"
NA,"1",-0.289319383914539,-1.72474427952069,"0"
NA,"1",-0.227463923790106,-1.55704188919536,"1"
NA,"1",-0.130446585043711,0.0364909565937352,"1"
NA,"1",1.81458759073597,-0.129163946523382,"0"
NA,"1",-0.494015396133074,-0.800712971682418,"0"
"1","1",0.287679315784611,1.16309162011363,"0"
NA,"2",-1.49569709629161,3.2166472868967,"0"
NA,"2",1.62240711850193,-1.27825015184954,"1"
NA,"1",0.23642067275228,-0.0283381474487295,"0"
NA,"1",0.569163826473953,-0.108480676215383,"0"
NA,"1",-0.322235143078685,0.445147165671376,"1"
NA,"1",0.458237627838408,-0.225808532492971,"1"
NA,"1",1.06785323820801,-0.213743084771009,"0"
NA,"1",0.324487585743828,-0.820508436917113,"1"
NA,"1",-0.672156277453187,0.0588231843555283,"0"
NA,"1",-0.833657317286675,-0.455638416377954,"1"
NA,"1",-1.33384248305119,-1.83707166089782,"0"
NA,"1",0.223205491887799,-0.443932557289169,"1"
NA,"1",-0.675618781466766,0.868984712498501,"0"
NA,"1",-0.510796483771264,0.249196284437694,"0"
NA,"1",0.794888903517779,-0.430387309161106,"1"
"1","2",1.03926130487489,-1.35054097239901,"0"
NA,"2",0.180999677373346,-0.392084990456129,"0"
NA,"1",-0.00731078519638406,1.75529073825405,"0"
"1","1",-0.513714127738884,1.28030274678351,"0"
NA,"1",1.11929230208835,0.574149244251539,"0"
NA,"1",-1.48386698124328,-1.16312536689118,"0"
NA,"1",-1.39072627382882,1.29617815560347,"0"
NA,"1",0.0968843544830768,0.469247615185151,"1"
NA,"1",0.257317944476133,-1.22659455790956,"1"
NA,"1",0.491551992440735,-1.49447595381974,"0"
NA,"1",-0.813337515357356,-0.417338769421636,"1"
NA,"2",0.897149909200167,1.241399041383,"0"
NA,"2",-1.1826326706559,-1.46630990667384,"0"
NA,"1",-0.353124972360414,1.28758300719231,"0"
NA,"2",1.2232714254029,0.0197920949782014,"1"
NA,"1",1.7028654172387,0.698663407008906,"1"
NA,"1",0.0333343210770841,1.12766115529735,"1"
NA,"1",0.711190971284648,-0.280218548444989,"1"
NA,"2",-0.952468527940183,-0.165413048816324,"1"
"3","1",0.797390476559452,-0.585210590175075,"0"
NA,"2",0.101081797157033,0.0148481759393678,"0"
NA,"1",1.33641412658232,1.75624441441182,"1"
NA,"1",-0.0288127955502129,-1.91288276866025,"1"
NA,"2",-1.82102220317158,0.897416691687574,"0"
NA,"2",-0.99854925746766,-0.65102951356877,"0"
NA,"1",0.310164258615852,-0.239398759077417,"1"
NA,"1",0.131071044367016,0.431721515110304,"1"
NA,"1",-1.07891418616365,-1.01243855299883,"1"
NA,"1",0.1859114799701,0.861261312786298,"1"
NA,"1",0.92419523408136,-0.984762508629556,"1"
"1","1",1.99654300828669,0.191269819927536,"0"
NA,"1",-0.297923328316569,0.247863180692407,"1"
NA,"1",-0.430959838711354,0.354345793159077,"1"
"3","2",-0.305919851416931,1.25551705342841,"0"
NA,"1",0.408446671759213,-0.898326973232944,"1"
NA,"1",0.464037508319497,0.477288880659089,"1"
NA,"1",-0.625418094388583,1.89978828401152,"0"
NA,"1",0.00310302575517254,0.972791785880341,"0"
NA,"1",0.361749810954182,-2.13348456824051,"0"
"1","1",-0.766652943442041,-0.267914349562446,"0"
NA,"2",-0.177416053641031,0.682663056898907,"0"
"1","2",-0.81686659663206,-0.271785445792685,"1"
NA,"1",-1.30050016676858,1.24823395107151,"1"
NA,"1",-1.19880566424139,-0.747425724170399,"1"
"2","2",1.90481670841846,0.953380742558551,"1"
NA,"2",1.22317796052297,1.81117928026819,"1"
NA,"1",0.231788801928054,0.4643965086352,"0"
"3","2",-0.18664392809477,-0.398156219232764,"0"
NA,"2",1.68401328995016,1.21442592578975,"1"
NA,"1",1.02701437380886,-0.430391358441985,"0"
NA,"1",1.49626166358747,0.356095774182158,"0"
NA,"1",1.1123404220249,1.92449608031857,"1"
NA,"1",0.501794686181047,-1.59295496085974,"1"
"1","2",0.0484706604738546,-1.45627234836351,"1"
NA,"2",-0.5198740145015,-0.475671118492563,"1"
"2","2",0.82258247171907,1.17322497763859,"1"
NA,"1",1.10228333956829,-2.00606987644706,"0"
NA,"1",-0.391175999707604,1.23154801839789,"0"
NA,"1",-0.361594963742173,0.643998173337713,"0"
NA,"1",-1.16196797768817,-0.967404865498123,"1"
NA,"1",-0.711416377013398,0.332435942623306,"1"
NA,"1",0.348970916182146,1.47765796722334,"1"
NA,"1",0.427366448191517,0.264764761069123,"1"
NA,"2",1.66084706774533,0.811221849577995,"0"
NA,"2",0.581613455822329,-0.682706279795916,"1"
NA,"1",0.143465502900124,0.919990522886243,"1"
NA,"1",0.343303078527334,-0.880588138732664,"0"
NA,"1",-0.931491221840649,-0.837656625522105,"0"
NA,"1",0.918295536591251,-0.556200330021245,"0"
NA,"1",0.730414787831677,-0.963476847757417,"1"
NA,"1",-1.68226270978846,-2.3733179275548,"1"
NA,"1",-0.233250852805528,-1.3603737525785,"0"
NA,"1",-0.65951696726461,0.369126527077783,"1"
NA,"1",-0.076248911084204,0.963546496851971,"0"
NA,"1",0.155945196987124,-1.07549342576774,"1"
NA,"1",-0.0945293190652839,-1.85119202447693,"1"
NA,"1",0.959814478425975,0.322830646664188,"1"
NA,"1",-0.634509877077858,-0.339677559155059,"1"
NA,"1",-0.177636386547207,0.641274784650939,"1"
NA,"1",0.802269121968096,0.419616286985435,"1"
"1","1",-0.138902227876821,0.949654458520965,"1"
NA,"1",-2.06264650913172,-1.228304002529,"1"
NA,"1",-0.717510137650561,-0.374798156673183,"0"
NA,"1",-1.63012516124611,0.397325441842547,"1"
NA,"1",-0.0448394627504353,-0.120309628976324,"1"
NA,"1",-0.504816319652782,-0.630710201761187,"1"
"3","1",-0.406032896564031,1.64351954643187,"0"
NA,"1",-0.465627804345739,-0.33427656321364,"1"
NA,"1",-1.5205961649559,-0.255852557630506,"1"
NA,"1",-0.796970201907142,-1.10041624326126,"1"
NA,"1",-1.65465482082575,0.890226345708148,"1"
NA,"1",0.682920603880503,-0.0418850817374174,"1"
NA,"1",1.36459642464492,1.8665110680218,"0"
NA,"1",0.0124425955994441,0.986740611021843,"1"
"3","1",-1.50947789328071,-0.0402245592927193,"0"
NA,"2",0.51116821342382,1.85334748875145,"0"
NA,"1",0.843956389591657,-0.742923428959491,"0"
NA,"1",-0.525203084793768,-0.278988253113347,"1"
NA,"2",-0.858557052961328,0.260963649715582,"0"
NA,"1",-0.828793929107767,-0.513113682680214,"0"
"2","2",2.00216527174156,1.18567904853938,"0"
"3","2",-1.93800013151595,0.58492653970302,"1"
NA,"1",-0.612926876705695,0.979054114096889,"1"
NA,"1",0.337201982275075,-0.0365930704714853,"1"
NA,"1",0.393153254786009,-1.4655992401067,"0"
NA,"1",-0.916248746763375,-0.813128580899425,"1"
NA,"1",2.10301399635132,-1.03605245909935,"1"
NA,"1",-0.931180293333359,-0.216536441538194,"1"
NA,"1",-0.801232939180252,-0.559475962838508,"1"
NA,"1",0.724552548094524,-0.384542467135143,"0"
NA,"1",-0.0362930413966103,-0.0287863719087798,"1"
NA,"2",0.70924132721566,0.756581761577094,"1"
NA,"1",-0.0493771528468036,-1.33215633420621,"0"
"1","1",0.110603493030473,-0.813252286530117,"1"
NA,"2",0.485418826427187,1.33054000978374,"1"
"1","1",0.468643301692623,-0.376325023902612,"1"
NA,"1",0.111029230008728,0.489827369578393,"1"
NA,"1",-1.07161443738993,0.44451769090353,"1"
NA,"1",0.594243398938496,0.408965386683988,"0"
NA,"1",-0.114673914119103,0.494250771378121,"0"
"3","1",0.580288938945514,0.0841492850072684,"0"
"3","2",0.914681379854508,0.492081248143809,"0"
"1","2",-0.360076411753351,0.518503687900851,"0"
"1","1",0.603418766989968,-1.29673845715318,"1"
NA,"1",-0.621729717336631,1.36754940454528,"1"
NA,"1",0.232786715142005,-1.62690830367906,"0"
NA,"1",-1.80618552371909,-0.0331845324627038,"1"
NA,"1",1.05593880669038,1.10865809624081,"1"
NA,"1",-0.647735023475206,0.124291126982779,"0"
NA,"1",-1.33729025377008,-0.937962005162549,"0"
NA,"1",-0.357226848469682,0.727524424610823,"1"
NA,"1",2.07709619257256,0.583721228196154,"0"
NA,"1",1.88282590342644,-1.29230315414354,"1"
NA,"1",0.130522484148148,-0.0377126086969855,"0"
NA,"1",0.16082880217596,2.46577576763368,"1"
NA,"2",0.740067034856336,1.65583733882675,"1"
"1","1",1.68472042824631,-1.18736465701517,"1"
NA,"2",0.291082808264369,1.70226387108355,"0"
NA,"2",-1.39205186466727,-1.91391612677215,"0"
NA,"1",0.72193819348401,0.606250202450788,"0"
NA,"1",0.861069369816637,-0.426391849916937,"1"
NA,"2",-0.461652382660988,-0.103208058543501,"0"
NA,"1",-0.2172701605156,0.52670137228551,"0"
NA,"1",-0.703838744773997,-0.699633923748443,"1"
NA,"1",-0.23399619803723,0.304398418680626,"1"
NA,"1",-0.431488313355007,1.0171503492396,"0"
NA,"2",-0.583946658890573,0.444972756883762,"0"
"2","2",0.950129671162003,0.54930908815723,"1"
NA,"1",0.453392921710623,0.395860512038922,"0"
"1","2",1.05971158449181,-1.8580411219867,"1"
NA,"2",-0.830612310711078,-0.232534520554489,"0"
NA,"1",-0.192747378366111,0.0489415327253188,"0"
NA,"1",1.10555420408108,-1.08265263211793,"0"
NA,"1",1.78174907655244,-0.434967894740871,"0"
NA,"1",1.67704862767505,-0.804831077083835,"1"
NA,"1",-1.22191130414364,1.22149181579419,"0"
NA,"1",2.0353787209956,1.26127441732047,"1"
NA,"1",-0.285542523338743,-0.662970526693109,"0"
NA,"1",-1.0549671737686,-0.333988235019059,"1"
NA,"1",-0.501126364639226,-0.3784404585513,"0"
NA,"2",-0.501620761775901,1.8333769875792,"0"
NA,"1",-1.7793755515467,0.255623608486072,"0"
NA,"1",-1.47196905207199,-0.30584869497677,"1"
NA,"2",-0.187123962319537,2.01054284862895,"0"
NA,"1",-0.305628612236786,-0.193255927072537,"0"
NA,"1",0.0653268484979607,1.53668073211602,"1"
NA,"2",-0.322732612072832,1.85059024362296,"0"
NA,"2",-0.477530975613579,1.34838646151193,"0"
NA,"1",0.628839953688584,0.111976910458448,"1"
NA,"1",-1.05462385881824,1.27320070482273,"1"
NA,"2",0.0457742438560403,-0.842758929755524,"0"
NA,"1",-0.121815217988356,1.41143795825414,"0"
NA,"1",1.02829705398998,1.41775110890492,"0"
NA,"1",-0.550719100968628,-0.0622725462296876,"0"
NA,"1",-1.7619721243479,-0.649819470611061,"1"
NA,"2",-1.08515961350602,-0.533234388778378,"1"
NA,"1",-0.869359626303664,-1.76477782129086,"0"
"3","2",-0.960382342008929,0.507321641754323,"0"
NA,"1",0.00993181823674862,0.605893473132803,"0"
NA,"1",1.29407350453649,-0.910753845326405,"0"
NA,"1",-2.65942635016938,1.30023333200597,"1"
"2","1",0.1466955047371,2.333724983397,"1"
NA,"1",0.0242365162756989,-0.302884593643239,"1"
NA,"2",-0.280512062165458,-1.16811621652174,"1"
"3","2",-0.604304766246559,1.61121591563879,"1"
NA,"1",-0.111613738782552,-1.68321795455461,"1"
NA,"1",-1.1934497954309,-1.56206656836614,"0"
"3","1",1.32551178808329,-0.622685179431919,"0"
NA,"1",-0.451719863883098,-1.22217793400489,"1"
NA,"1",0.686375823209339,1.02480990763002,"0"
"3","2",1.39172368680353,0.475908056981827,"0"
NA,"2",-1.45020126385166,-0.710010936488582,"0"
NA,"2",0.613811164016987,0.872556309721773,"0"
NA,"1",0.896610688560416,1.11577159738101,"1"
NA,"1",0.593249556574652,0.209434674983664,"1"
NA,"1",0.110989687979219,-0.486818615062609,"0"
NA,"1",1.60518583145675,1.46472093609425,"1"
NA,"1",-0.463289200922071,1.58394142612175,"1"
NA,"1",-1.81503323660398,1.26867193488703,"1"
NA,"1",2.12147529964326,-0.0233279929395096,"0"
"1","1",0.460763870317394,1.4475134024265,"0"
NA,"1",-0.704322086352027,1.50254386073131,"1"
NA,"1",0.856010370682088,0.4326789088474,"0"
NA,"1",-0.517031135097026,0.559403380627587,"0"
NA,"1",0.58061276546316,1.25286816004504,"1"
NA,"1",-0.0702620602162223,-1.72701721739832,"0"
NA,"1",1.01568325330875,-1.44525391219835,"1"
NA,"1",0.856123199667074,-0.505260623557004,"1"
"3","1",-0.516470243686247,1.02598799185679,"0"
"3","2",-0.731852628517134,-1.33863481783091,"0"
NA,"1",0.989945773806564,1.23957835294092,"0"
NA,"1",-0.1716215394479,1.10179188309884,"0"
NA,"1",0.894301507923634,0.468174272453523,"1"
NA,"2",0.620061289774957,1.75862293394096,"0"
NA,"2",0.395490611325882,-1.04465895274516,"0"
"1","1",0.69088717445512,-0.3363104354518,"1"
NA,"1",-0.863263961729558,-1.5949844870051,"0"
NA,"2",-0.408334333063908,-0.0969417765682798,"1"
NA,"1",-0.407018592552767,0.115749144928163,"1"
NA,"1",-1.440342225512,0.292597057069364,"0"
NA,"1",-1.00630490927934,0.40968786598494,"1"
NA,"1",0.698868945519277,0.613758123491018,"1"
"3","1",-0.458295522750027,-0.826890985864327,"1"
NA,"1",0.0955828231115382,1.32171876873112,"1"
NA,"2",1.57140843660958,0.85864753785331,"0"
NA,"2",-0.743615130465855,0.529841476794612,"1"
NA,"2",-0.739313801612068,1.28599509400944,"1"
NA,"1",0.534510025885337,-0.676626719785633,"0"
"1","2",-0.366680615075865,0.91242092252496,"1"
NA,"1",-0.280385996343176,-0.287372580691895,"1"
NA,"1",-0.678201585055821,0.165549360113104,"1"
NA,"1",-0.104166069645433,0.552979073228026,"1"
NA,"1",-1.18028633143175,-0.0636511454240818,"1"
NA,"1",-0.867930865171633,-1.83251245815444,"0"
NA,"1",-0.713380170282814,-0.219174325127249,"0"
NA,"1",0.693686296721371,-0.79757457363615,"1"
NA,"1",-0.665439331826649,0.208314649305834,"1"
NA,"1",0.751841190738721,0.258319391364596,"1"
NA,"1",-1.31220113058293,1.80263094943838,"1"
NA,"1",1.40105032426907,0.260293748628177,"1"
NA,"1",-1.84719528743031,0.0603359548007721,"0"
NA,"2",1.48408412309524,0.00479052639207844,"1"
"1","1",2.04000820014676,0.25903229767805,"0"
NA,"2",0.985221201501399,-2.28050349416501,"0"
NA,"1",0.73931884821915,0.589735321590812,"0"
NA,"1",1.43205511558721,-0.222857589760064,"1"
NA,"1",-0.382893667554018,-0.108806417387182,"0"
"1","1",-0.995401687491111,0.68429261940951,"1"
NA,"1",0.66692507449111,-1.52016918253362,"0"
NA,"2",0.899257947916915,0.348778560574247,"0"
"3","2",1.42933762282242,1.19354362361763,"0"
NA,"1",0.0366208934553059,-1.24467515686652,"1"
NA,"1",-1.21580814316966,0.463423618808138,"0"
"1","1",1.73132784153603,-0.440165801065221,"1"
NA,"1",-0.69869477783959,1.21562044733188,"0"
NA,"1",-0.61451266161725,0.876039085226729,"1"
NA,"1",-0.148663313839937,0.869551040878385,"0"
NA,"1",1.22759851308937,-1.07433807914548,"1"
NA,"1",1.66508555819784,-0.322524892946402,"0"
"3","1",-1.71029120502614,0.0431108069947099,"0"
NA,"2",0.0825828055609686,0.873146358076334,"1"
NA,"1",-1.26962034956004,0.0726351088799432,"1"
NA,"2",0.793048627046932,-0.971334676799218,"1"
NA,"1",-0.362121876270854,0.371899356808059,"0"
NA,"1",-0.223476634023923,-2.63219581388998,"1"
NA,"1",-0.0378160123629164,-0.9654201766389,"0"
NA,"2",-0.217460502074676,-0.403142239013187,"0"
NA,"1",1.25329426629555,-0.246576072176905,"0"
NA,"1",-0.656905878361808,0.90244425223526,"0"
NA,"1",-0.175338159428971,0.747871873214048,"0"
NA,"1",-0.0502763012663614,0.0899845023276069,"1"
NA,"1",0.0691534683209327,-0.962648653786683,"1"
NA,"1",0.525078354663388,-0.604640197211107,"0"
NA,"1",0.426947737389624,-0.545127999846179,"0"
NA,"1",-0.0431586934746768,0.251897202120796,"1"
NA,"2",-0.366016710453806,-1.04163231634815,"1"
NA,"2",0.263565587537974,0.0585474730697478,"1"
NA,"1",-0.0622650315938513,-0.0670362858090679,"0"
NA,"1",0.0256490398156954,-0.57282334985199,"1"
NA,"2",0.213799504852764,0.15900986293085,"0"
NA,"1",-1.39565350627928,-0.173685268044646,"1"
"1","1",-0.115626383333888,-1.14999094074262,"0"
NA,"1",-0.839578619660244,0.149646581703942,"1"
NA,"1",-0.30297637570966,-2.16353330820444,"0"
NA,"1",0.531760567390129,0.355982385500378,"1"
NA,"1",-0.488924985317161,-0.762425442008684,"1"
NA,"1",-0.819196048658909,1.80953841594939,"0"
NA,"1",-0.350775436670253,-0.538070708793009,"0"
"1","1",-2.42777429426727,0.430626513839263,"1"
NA,"1",-1.1905428267932,-0.398857620253875,"0"
NA,"1",0.236719580456419,-1.1273256449983,"1"
NA,"1",-1.03160775171048,0.461022538687413,"1"
NA,"1",-0.216893306191604,-2.76806872555717,"0"
NA,"2",0.191873802419721,0.212559512607193,"1"
NA,"1",0.55602214473126,0.34733227759837,"0"
NA,"1",-0.572081693724255,-0.850574328583149,"1"
NA,"1",-1.331033684956,0.678981237488693,"0"
NA,"1",-0.725496606317932,0.327205687093539,"1"
NA,"1",-0.93190610720413,1.30062626915716,"0"
NA,"1",0.908539233520543,0.561008389391985,"0"
"1","1",0.592529539352999,0.0550761220822213,"0"
NA,"1",0.0708655356659356,-0.11190398571828,"0"
NA,"1",0.0681916921904201,-0.432260497298795,"1"
NA,"1",0.523271162893072,-0.567436426282209,"0"
NA,"1",0.353686464048312,-1.499375673425,"0"
"1","2",1.13233803258497,1.56268909244559,"0"
NA,"1",0.663003848902577,-0.285700402818422,"0"
NA,"1",-0.366436335924432,0.65193945334341,"1"
NA,"1",-0.53219260988421,-0.210811200880595,"1"
NA,"1",0.273474784311596,0.433411120927452,"0"
NA,"2",-1.10209868918706,0.945372972384116,"0"
NA,"2",0.667894611172226,-0.178991121687572,"0"
NA,"1",-0.750801154691093,-0.860291244478987,"0"
NA,"2",-0.553090989458757,-0.494862686596216,"1"
"1","2",1.49145997192218,-0.483721164770503,"1"
"3","2",0.158189194866564,1.19192233869196,"0"
"1","1",1.59590450553538,-0.126408267129459,"1"
NA,"1",-0.778199927936946,-0.51262480364867,"1"
NA,"1",1.6142359328129,-1.48866457356114,"0"
NA,"1",0.54336790691191,0.0111259395220432,"0"
"3","2",0.342708843585876,0.108797407175655,"1"
NA,"1",0.334691619424415,0.429625195724492,"0"
"3","2",-0.0715597808604486,-1.14973397712342,"1"
NA,"2",0.417672240029716,-0.516169114705539,"0"
NA,"1",1.93565675118795,-1.01845618760712,"1"
NA,"2",-0.471661955960151,-0.791175415527518,"1"
NA,"2",0.422504451982937,1.14081296949883,"1"
NA,"1",-1.37947073702425,0.0775526090955396,"0"
NA,"1",0.0892576887028799,-1.26970272368233,"0"
NA,"2",1.21946711445939,1.47103993730173,"0"
"3","1",0.65167973235761,-0.666834243166879,"0"
NA,"1",-0.472111785141532,-0.933198798977899,"1"
NA,"1",-0.441422004937903,-0.926302112990923,"1"
NA,"1",0.494020268701497,-0.688759653319419,"0"
NA,"1",-1.72956130317944,-0.2869367207122,"0"
NA,"1",1.40906536927049,0.15340096818979,"1"
NA,"1",-1.45596474159396,0.909139465135217,"1"
NA,"1",-0.000734423307924215,0.376984183953655,"0"
NA,"1",-0.135987545341984,0.0530359741309303,"1"
NA,"1",0.296803161603937,1.10091610893094,"1"
NA,"1",-0.0345601166511232,0.478075629611733,"1"
NA,"1",0.0416204888160418,0.330913508562132,"1"
NA,"1",0.273653722267858,-1.01315858429486,"1"
NA,"2",-0.0958841751957827,1.2090647523617,"0"
NA,"1",-1.34756988603881,-1.18573020667135,"1"
NA,"1",-0.146533884465306,-1.59200571260021,"1"
"1","1",0.272344967508232,-0.526207075330368,"0"
NA,"1",-0.401919370235321,1.48361415475568,"1"
NA,"2",0.355316016630917,-0.237927280353213,"0"
NA,"1",-0.876179622419795,-0.49484884227246,"1"
NA,"1",-1.43988502129865,2.57098493240698,"0"
NA,"1",1.11466633092899,0.272177803413414,"1"
NA,"2",0.332478084230387,-0.163454715820996,"0"
NA,"1",0.506570027491994,0.182941308796466,"1"
NA,"1",0.196381817817145,-1.52898160016226,"0"
NA,"1",1.71084294678486,-1.99142952059294,"1"
NA,"1",1.71345970377992,-1.37797510801004,"1"
NA,"1",0.479024756423675,-0.946462480619689,"1"
NA,"1",-0.10136920610886,0.875792262235775,"1"
NA,"1",-0.541177050381769,-0.544352267695464,"1"
"3","2",-0.314034833004241,1.25591875225171,"0"
NA,"1",0.225417397406235,-0.806653879895046,"0"
NA,"1",-0.11347773660642,-0.044993775698057,"1"
NA,"1",-1.93687584533436,-0.524822605257514,"0"
NA,"1",0.111522355431057,-0.789730126468992,"1"
NA,"2",0.681413164640408,-0.468329361906612,"0"
NA,"1",-0.390555002240868,-1.30632376636332,"0"
"3","2",-0.754504318808029,-0.60133596862992,"0"
NA,"1",0.691711131478935,-0.137497958593205,"1"
NA,"1",0.389049481274041,0.142041470357759,"1"
NA,"1",-0.0946255749265329,-0.279753036105678,"1"
NA,"1",-1.94898983954639,-1.01173539462297,"0"
NA,"1",-0.665590625981185,0.201610064263886,"1"
NA,"1",0.0120769311210379,0.516858937824305,"1"
NA,"1",0.420938994935938,1.63068413101529,"1"
NA,"1",-0.718380975985535,-2.53303982958311,"0"
NA,"1",0.428027218009436,-1.12192670261199,"0"
NA,"2",-0.0160188780921168,-0.254769100737795,"0"
NA,"1",-0.499218279936819,1.96336579048645,"0"
"3","1",-1.5945332230083,0.62451379241751,"0"
NA,"1",1.59999277224193,-0.853729499702928,"0"
NA,"1",0.524218628261476,0.774505707028195,"1"
"2","2",-0.178175007845461,-0.487512487047866,"1"
NA,"1",-0.408012477050858,-0.638505759213273,"0"
NA,"1",0.998110279167925,0.685115228540061,"1"
NA,"1",1.24175037129753,0.817330369369842,"0"
